lcl|NW_011934501.1_cds_XP_011426503.1_1	XP_030832723.1	58.621	145	60	0	1	435	1	145	8.98e-56	172
lcl|NW_011934501.1_cds_XP_011434216.1_2	XP_030832723.1	58.621	145	60	0	1	435	1	145	8.98e-56	172
lcl|NW_011934501.1_cds_XP_011445785.1_3	XP_030832773.1	50.000	192	92	1	7	570	334	525	9.85e-58	190
lcl|NW_011934507.1_cds_XP_011423156.1_5	XP_030841873.1	59.006	161	66	0	1	483	46	206	1.42e-65	214
lcl|NW_011934512.1_cds_XP_011426108.1_6	XP_003724618.2	51.515	396	188	3	1	1179	129	523	2.91e-124	370
lcl|NW_011934514.1_cds_XP_011427256.2_7	XP_030834558.1	45.833	120	62	2	1	360	57	173	1.12e-30	108
lcl|NW_011934516.1_cds_XP_011428421.2_8	XP_030834151.1	41.905	105	61	0	19	333	7	111	3.08e-21	88.2
lcl|NW_011934516.1_cds_XP_019923453.1_9	XP_030834151.1	41.905	105	61	0	19	333	7	111	3.08e-21	88.2
lcl|NW_011934516.1_cds_XP_019923670.1_10	XP_030834151.1	41.905	105	61	0	19	333	7	111	3.08e-21	88.2
lcl|NW_011934520.1_cds_XP_011430737.1_12	XP_011671541.2	32.676	355	220	9	1	1026	1258	1606	5.33e-49	177
lcl|NW_011934520.1_cds_XP_011429578.1_13	XP_030828001.1	57.315	499	209	2	4	1488	1508	2006	3.01e-163	513
lcl|NW_011934525.1_cds_XP_011434217.1_14	XP_030853898.1	58.209	134	48	4	22	402	8	140	2.63e-26	112
lcl|NW_011934525.1_cds_XP_011436541.1_15	XP_030853898.1	36.392	316	159	9	22	948	8	288	3.65e-26	111
lcl|NW_011934525.1_cds_XP_011432688.1_16	XP_030853898.1	58.209	134	48	4	22	402	8	140	3.50e-26	111
lcl|NW_011934525.1_cds_XP_011433459.1_17	XP_030853898.1	58.871	124	48	3	4	369	18	140	7.10e-24	104
lcl|NW_011934525.1_cds_XP_011434994.1_18	XP_030853898.1	64.545	110	36	3	4	327	32	140	2.45e-23	103
lcl|NW_011934525.1_cds_XP_011435774.1_19	XP_030853898.1	64.545	110	36	3	4	327	32	140	2.45e-23	103
lcl|NW_011934527.1_cds_XP_011437695.1_20	XP_030836439.1	62.326	215	77	3	67	711	18	228	2.34e-65	213
lcl|NW_011934528.1_cds_XP_019926840.1_21	XP_793542.2	66.875	480	156	2	1	1431	1	480	0.0	686
